Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://data.bioontology.org/metadata/prefixIRI,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2004/02/skos/core#prefLabel
http://id.nlm.nih.gov/mesh/D063065,Phosphonates,"phosphonates|organophosphon|acid esters, phosphon|phosphonic acid esters|esters, phosphonic acid|phosphon acid ester|organophosphonates|phosphonate|phosphonic acid est|phosphon acid est|esters, phosphon acid|acid esters, phosphonic|phosphon",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D063065,"phosphonates|organophosphon|acid esters, phosphon|phosphonic acid esters|esters, phosphonic acid|phosphon acid ester|organophosphonates|phosphonate|phosphonic acid est|phosphon acid est|esters, phosphon acid|acid esters, phosphonic|phosphon",Phosphonates
http://id.nlm.nih.gov/mesh/D002300,Cardiac Care Facilities,"facility, cardiac care|facility, cardiac car|cardiac care facil|cardiac care facilities|facilities, cardiac car|facilities, cardiac care|cardiac care facility",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D002300,"facility, cardiac care|facility, cardiac car|cardiac care facil|cardiac care facilities|facilities, cardiac car|facilities, cardiac care|cardiac care facility",Cardiac Care Facilities
http://id.nlm.nih.gov/mesh/D008038,Liniments,liniment|liniments,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D008038,liniment|liniments,Liniments
http://id.nlm.nih.gov/mesh/D012791,Shy-Drager Syndrome,"orthostatic hypotension, dysautonomic|dysautonom orthostat hypoten|dysautonom orthostat hypotens|dysautonomia-orthostatic hypotension syndrom|dysautonomia-orthostatic hypotension syndrome|syndromes, dysautonomia-orthostatic hypotens|progressive autonomic failures|syndrome, dysautonomia-orthostatic hypotens|syndromes, dysautonomia-orthostat hypoten|progressive autonomic failur|progressive autonomic failure|orthostat hypotensions, dysautonom|dysautonomia orthostat hypotens syndrom|hypotens syndromes, dysautonomia-orthostat|autonomic failures, progressive|failure, progressive autonomic|shi drager syndrom|hypotension, dysautonomic orthostat|hypotension, dysautonomic orthostatic|dysautonomic orthostatic hypotens|dysautonomia orthostatic hypotension syndrom|dysautonomia orthostatic hypotension syndrome|failure, progress autonom|failures, progressive autonomic|failures, progressive autonom|orthostatic hypotensions, dysautonom|dysautonomia-orthostatic hypotension syndromes|hypotension syndromes, dysautonomia-orthostat|syndrome, dysautonomia orthostat hypoten|syndrome, dysautonomia orthostat hypotens|idiopath orthostat hypotension, shi drager typ|idiopath orthostat hypotension, shi drager type|hypotensions, dysautonomic orthostat|syndrome, shy-drager|idiopathic orthostatic hypotension, shy drager typ|idiopathic orthostatic hypotension, shy drager type|orthostatic hypotensions, dysautonomic|shy drager syndrom|shy drager syndrome|orthostatic hypotension, dysautonom|syndromes, dysautonomia-orthostatic hypotension|hypotensions, dysautonom orthostat|autonom failures, progress|autonomic failure, progress|orthostat hypotension, dysautonom|failures, progress autonom|shy-drag syndrom|syndrome, dysautonomia-orthostatic hypotension|hypotensions, dysautonomic orthostatic|idiopathic orthostatic hypotension, shy-drager type|idiopathic orthostatic hypotension, shy-drager typ|syndrome, dysautonomia orthostatic hypotension|syndrome, dysautonomia orthostatic hypotens|failure, progressive autonom|shy- drager syndrom|progress autonom failur|hypotension syndrome, dysautonomia-orthostatic|syndrome, shy-drag|hypotens syndrome, dysautonomia-orthostat|autonomic failures, progress|shy- drager syndrome|shy-drager syndrom|shy-drager syndrome|dysautonomia-orthostat hypotens syndrom|dysautonomic orthostatic hypotension|dysautonomic orthostatic hypotensions|hypotension syndromes, dysautonomia-orthostatic|hypotension syndrome, dysautonomia-orthostat|hypotension, dysautonom orthostat|autonomic failure, progressive|autonom failure, progress|syndrome, dysautonomia-orthostat hypoten|syndrome, dysautonomia-orthostat hypotens|idiopath orthostat hypotension, shy-drag typ|idiopath orthostat hypotension, shy-drag type|syndromes, dysautonomia-orthostat hypotens",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D012791,"orthostatic hypotension, dysautonomic|dysautonom orthostat hypoten|dysautonom orthostat hypotens|dysautonomia-orthostatic hypotension syndrom|dysautonomia-orthostatic hypotension syndrome|syndromes, dysautonomia-orthostatic hypotens|progressive autonomic failures|syndrome, dysautonomia-orthostatic hypotens|syndromes, dysautonomia-orthostat hypoten|progressive autonomic failur|progressive autonomic failure|orthostat hypotensions, dysautonom|dysautonomia orthostat hypotens syndrom|hypotens syndromes, dysautonomia-orthostat|autonomic failures, progressive|failure, progressive autonomic|shi drager syndrom|hypotension, dysautonomic orthostat|hypotension, dysautonomic orthostatic|dysautonomic orthostatic hypotens|dysautonomia orthostatic hypotension syndrom|dysautonomia orthostatic hypotension syndrome|failure, progress autonom|failures, progressive autonomic|failures, progressive autonom|orthostatic hypotensions, dysautonom|dysautonomia-orthostatic hypotension syndromes|hypotension syndromes, dysautonomia-orthostat|syndrome, dysautonomia orthostat hypoten|syndrome, dysautonomia orthostat hypotens|idiopath orthostat hypotension, shi drager typ|idiopath orthostat hypotension, shi drager type|hypotensions, dysautonomic orthostat|syndrome, shy-drager|idiopathic orthostatic hypotension, shy drager typ|idiopathic orthostatic hypotension, shy drager type|orthostatic hypotensions, dysautonomic|shy drager syndrom|shy drager syndrome|orthostatic hypotension, dysautonom|syndromes, dysautonomia-orthostatic hypotension|hypotensions, dysautonom orthostat|autonom failures, progress|autonomic failure, progress|orthostat hypotension, dysautonom|failures, progress autonom|shy-drag syndrom|syndrome, dysautonomia-orthostatic hypotension|hypotensions, dysautonomic orthostatic|idiopathic orthostatic hypotension, shy-drager type|idiopathic orthostatic hypotension, shy-drager typ|syndrome, dysautonomia orthostatic hypotension|syndrome, dysautonomia orthostatic hypotens|failure, progressive autonom|shy- drager syndrom|progress autonom failur|hypotension syndrome, dysautonomia-orthostatic|syndrome, shy-drag|hypotens syndrome, dysautonomia-orthostat|autonomic failures, progress|shy- drager syndrome|shy-drager syndrom|shy-drager syndrome|dysautonomia-orthostat hypotens syndrom|dysautonomic orthostatic hypotension|dysautonomic orthostatic hypotensions|hypotension syndromes, dysautonomia-orthostatic|hypotension syndrome, dysautonomia-orthostat|hypotension, dysautonom orthostat|autonomic failure, progressive|autonom failure, progress|syndrome, dysautonomia-orthostat hypoten|syndrome, dysautonomia-orthostat hypotens|idiopath orthostat hypotension, shy-drag typ|idiopath orthostat hypotension, shy-drag type|syndromes, dysautonomia-orthostat hypotens",Shy-Drager Syndrome
http://id.nlm.nih.gov/mesh/D019774,Blood Coagulation Factor Inhibitors,"inhibitor, blood coagulation factor|blood coagul factor inhibitor|inhibitor, blood coagul factor|inhibitors, blood coagul factor|inhibitors, coagul factor, blood|inhibitors, coagulation factor, blood|blood coagulation factor inhibitor|blood coagulation factor inhibitors|inhibitor, coagul factor, blood|inhibitor, coagulation factor, blood|inhibitors, blood coagulation factor",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D019774,"inhibitor, blood coagulation factor|blood coagul factor inhibitor|inhibitor, blood coagul factor|inhibitors, blood coagul factor|inhibitors, coagul factor, blood|inhibitors, coagulation factor, blood|blood coagulation factor inhibitor|blood coagulation factor inhibitors|inhibitor, coagul factor, blood|inhibitor, coagulation factor, blood|inhibitors, blood coagulation factor",Blood Coagulation Factor Inhibitors
http://id.nlm.nih.gov/mesh/D009010,Monte Carlo Method,"method, mont carlo|monte carlo method|mont carlo method|method, monte carlo",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D009010,"method, mont carlo|monte carlo method|mont carlo method|method, monte carlo",Monte Carlo Method
http://id.nlm.nih.gov/mesh/D007898,"Leishmaniasis, Visceral","leishmaniasis, visceral|black fever|visceral leishmaniasi|viscer leishmaniasi|visceral leishmaniasis|leishmaniasis, viscer|fever, black|black fev|kala azar|kala-azar",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D007898,"leishmaniasis, visceral|black fever|visceral leishmaniasi|viscer leishmaniasi|visceral leishmaniasis|leishmaniasis, viscer|fever, black|black fev|kala azar|kala-azar","Leishmaniasis, Visceral"
http://id.nlm.nih.gov/mesh/D003729,Dental Care,"dental care|care, dental|care, dent|dental car",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D003729,"dental care|care, dental|care, dent|dental car",Dental Care
http://id.nlm.nih.gov/mesh/D007227,Supplementary Feeding,"infant nutrit physiolog|complementary feed|infant nutritional physiological phenomenon|infant nutritional physiolog|infant nutritional physiology|feeding, supplementari|feedings, supplementary|feedings, supplementari|complementary feeding|nutrit physiology, inf|supplementary feed|nutritional physiology, inf|complementary feedings|nutritional physiology, infant|feeding, complementari|infant nutritional physiological phenomena|nutrition physiology, infant|nutrit physiology, infant|infant nutrit physiolog phenomena|supplementary feeding|feeding, complementary|physiology, infant nutrition|feedings, complementari|feedings, complementary|physiology, infant nutritional|nutrition physiology, inf|infant nutrit physiolog phenomenon|infant nutrition physiolog|infant nutrition physiology|feeding, supplementary|complementari feed|physiology, infant nutrit|supplementary feedings|supplementari feed",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D007227,"infant nutrit physiolog|complementary feed|infant nutritional physiological phenomenon|infant nutritional physiolog|infant nutritional physiology|feeding, supplementari|feedings, supplementary|feedings, supplementari|complementary feeding|nutrit physiology, inf|supplementary feed|nutritional physiology, inf|complementary feedings|nutritional physiology, infant|feeding, complementari|infant nutritional physiological phenomena|nutrition physiology, infant|nutrit physiology, infant|infant nutrit physiolog phenomena|supplementary feeding|feeding, complementary|physiology, infant nutrition|feedings, complementari|feedings, complementary|physiology, infant nutritional|nutrition physiology, inf|infant nutrit physiolog phenomenon|infant nutrition physiolog|infant nutrition physiology|feeding, supplementary|complementari feed|physiology, infant nutrit|supplementary feedings|supplementari feed",Supplementary Feeding
http://id.nlm.nih.gov/mesh/D009857,Oncogenes,"transform gen|transform gene|gene, transforming|transforming gene|transforming gen|genes, transforming|gene, transform|transforming genes|genes, transform|oncogen|oncogene|oncogenes",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D009857,"transform gen|transform gene|gene, transforming|transforming gene|transforming gen|genes, transforming|gene, transform|transforming genes|genes, transform|oncogen|oncogene|oncogenes",Oncogenes
http://id.nlm.nih.gov/mesh/D010772,Phosphotungstic Acid,"phosphotungstic acid|acid, phosphotungst|phosphotungst acid|acid, phosphotungstic",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D010772,"phosphotungstic acid|acid, phosphotungst|phosphotungst acid|acid, phosphotungstic",Phosphotungstic Acid
