Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://data.bioontology.org/metadata/prefixIRI,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2004/02/skos/core#prefLabel
https://go.drugbank.com/drugs/DB02809,"Brodimoprim-4,6-Dicarboxylate","brodimoprim-4,6- dicarboxylate|brodimoprim-4,6-dicarboxylate|brodimoprim-4,6- dicarboxyl|brodimoprim-4,6-dicarboxyl",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB02809,"brodimoprim-4,6- dicarboxylate|brodimoprim-4,6-dicarboxylate|brodimoprim-4,6- dicarboxyl|brodimoprim-4,6-dicarboxyl","Brodimoprim-4,6-Dicarboxylate"
https://go.drugbank.com/drugs/DB02802,3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide,3-(alpha-d-galactopyranosyloxy)-5-nitrobenzamid|5-aminocarbonyl-3-nitrophenyl-alpha-d-galactopyrano|3-(alpha-d-galactopyranosyloxy)-5-nitrobenzamide|5-aminocarbonyl-3-nitrophenyl-alpha-d-galactopyranos|5-aminocarbonyl-3-nitrophenyl-alpha-d-galactopyranose|3-(α-d-galactopyranosyloxy)-5-nitrobenzamide|3-(alpha- d- galactopyranosyloxy)-5-nitrobenzamid|3-(alpha- d- galactopyranosyloxy)-5-nitrobenzamide|3-(α-d-galactopyranosyloxy)-5-nitrobenzamid,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB02802,3-(alpha-d-galactopyranosyloxy)-5-nitrobenzamid|5-aminocarbonyl-3-nitrophenyl-alpha-d-galactopyrano|3-(alpha-d-galactopyranosyloxy)-5-nitrobenzamide|5-aminocarbonyl-3-nitrophenyl-alpha-d-galactopyranos|5-aminocarbonyl-3-nitrophenyl-alpha-d-galactopyranose|3-(α-d-galactopyranosyloxy)-5-nitrobenzamide|3-(alpha- d- galactopyranosyloxy)-5-nitrobenzamid|3-(alpha- d- galactopyranosyloxy)-5-nitrobenzamide|3-(α-d-galactopyranosyloxy)-5-nitrobenzamid,3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide
https://go.drugbank.com/drugs/DB02807,3-deoxy-D-lyxo-hexonic acid,d-2-keto-3-deoxygalacton|3-deoxy- d-lyxo-hexon acid|3-deoxy-d-lyxo-hexonic acid|d-2-keto-3-deoxygalactonate|3-deoxy- d-lyxo-hexonic acid|3-deoxy-d-lyxo-hexon acid,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB02807,d-2-keto-3-deoxygalacton|3-deoxy- d-lyxo-hexon acid|3-deoxy-d-lyxo-hexonic acid|d-2-keto-3-deoxygalactonate|3-deoxy- d-lyxo-hexonic acid|3-deoxy-d-lyxo-hexon acid,3-deoxy-D-lyxo-hexonic acid
https://go.drugbank.com/drugs/DB11260,Diacetyl benzoyl lathyrol,diacetyl benzoyl lathyrol,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11260,diacetyl benzoyl lathyrol,Diacetyl benzoyl lathyrol
https://go.drugbank.com/drugs/DB11263,Polydatin,"trans-resveratrol 3-β-d-glucosid|trans-resveratrol 3-β-d-glucoside|3,4,5-trihydroxystilbene-3-beta-monoglucosid|3,4,5-trihydroxystilbene-3-beta-monoglucoside|3,4',5-trihydroxystilbene-3-β-d-glucosid|3,4',5-trihydroxystilbene-3-β-d-glucoside|trans-resveratrol 3-o-β-d-glucosid|trans-resveratrol 3-o-β-d-glucoside|polydatin (e)-isom|resveratrol 3-o-beta-glucopyranoside|trans-piceid|polydatin (e)-isomer|resveratrol 3-o-beta-glucopyranosid|trans-resveratrol 3-β-glucosid|trans-resveratrol 3-β-glucoside|resveratrol-3-o-b-mono-d-glucoside|resveratrol-3-o-b-mono-d-glucosid|piceid|polydatin",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11263,"trans-resveratrol 3-β-d-glucosid|trans-resveratrol 3-β-d-glucoside|3,4,5-trihydroxystilbene-3-beta-monoglucosid|3,4,5-trihydroxystilbene-3-beta-monoglucoside|3,4',5-trihydroxystilbene-3-β-d-glucosid|3,4',5-trihydroxystilbene-3-β-d-glucoside|trans-resveratrol 3-o-β-d-glucosid|trans-resveratrol 3-o-β-d-glucoside|polydatin (e)-isom|resveratrol 3-o-beta-glucopyranoside|trans-piceid|polydatin (e)-isomer|resveratrol 3-o-beta-glucopyranosid|trans-resveratrol 3-β-glucosid|trans-resveratrol 3-β-glucoside|resveratrol-3-o-b-mono-d-glucoside|resveratrol-3-o-b-mono-d-glucosid|piceid|polydatin",Polydatin
https://go.drugbank.com/drugs/DB11265,Curcuma xanthorrhiza oil,curcuma zanthorrhiza oil|temu lawak oil|curcuma xanthorrhiza root oil|curcuma xanthorrhiza volatil oil|curcuma xanthorrhiza volatile oil|curcuma zanthorrhiza root oil|curcuma xanthorrhiza oil,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11265,curcuma zanthorrhiza oil|temu lawak oil|curcuma xanthorrhiza root oil|curcuma xanthorrhiza volatil oil|curcuma xanthorrhiza volatile oil|curcuma zanthorrhiza root oil|curcuma xanthorrhiza oil,Curcuma xanthorrhiza oil
https://go.drugbank.com/drugs/DB11266,Sea salt,bay salt|sea salt,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11266,bay salt|sea salt,Sea salt
https://go.drugbank.com/drugs/DB11267,Triethoxycaprylylsilane,caprylyltriethoxysilan|caprylyltriethoxysilane|triethoxyoctylsilan|octyl(triethoxy)silane|n-octyltriethoxysilane|triethoxyoctylsilane|triethoxycaprylylsilane|triethoxycaprylylsilan|octyltriethoxysilan|octyltriethoxysilane|octyl(triethoxy)silan|n-octyltriethoxysilan,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11267,caprylyltriethoxysilan|caprylyltriethoxysilane|triethoxyoctylsilan|octyl(triethoxy)silane|n-octyltriethoxysilane|triethoxyoctylsilane|triethoxycaprylylsilane|triethoxycaprylylsilan|octyltriethoxysilan|octyltriethoxysilane|octyl(triethoxy)silan|n-octyltriethoxysilan,Triethoxycaprylylsilane
https://go.drugbank.com/drugs/DB11261,Atractylodes japonica root,atractylodes japonica root|atractylod lancea root extract|atractylodes lancea root extract|atractylod japonica root,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11261,atractylodes japonica root|atractylod lancea root extract|atractylodes lancea root extract|atractylod japonica root,Atractylodes japonica root
https://go.drugbank.com/drugs/DB11269,Diethylamino hydroxybenzoyl hexyl benzoate,diethylamino hydroxybenzoyl hexyl benzoat|diethylamino hydroxybenzoyl hexyl benzoate|hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzo|hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzoate|diethylamino hydroxybenzoyl hexyl benzo,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11269,diethylamino hydroxybenzoyl hexyl benzoat|diethylamino hydroxybenzoyl hexyl benzoate|hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzo|hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzoate|diethylamino hydroxybenzoyl hexyl benzo,Diethylamino hydroxybenzoyl hexyl benzoate
https://go.drugbank.com/drugs/DB11262,Bisoctrizole,bisoctrizole|bisoctrizol|mbbt,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11262,bisoctrizole|bisoctrizol|mbbt,Bisoctrizole
https://go.drugbank.com/drugs/DB11268,Protocatechualdehyde,"protocatechualdehyd|protocatechuic aldehyd|protocatechuic aldehyde|3,4-dihydroxybenzaldehyd|3,4-dihydroxybenzaldehyde|rancinamycin iv|protocatechualdehyde|protocatechu aldehyd",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11268,"protocatechualdehyd|protocatechuic aldehyd|protocatechuic aldehyde|3,4-dihydroxybenzaldehyd|3,4-dihydroxybenzaldehyde|rancinamycin iv|protocatechualdehyde|protocatechu aldehyd",Protocatechualdehyde
https://go.drugbank.com/drugs/DB11264,Calcium glycerophosphate,"glycerolphosph|1,2,3-propanetriol, mono(dihydrogen phosphate) calcium salt|β-glycerophosphoric acid calcium salt|glycerophosphate|glycerophosphates|calcium glycerophosphate|calcium glycerophosph|glycerophosph|1,2,3-propanetriol, mono(dihydrogen phosphate), calcium salt|calcium beta-glycerophosphate|calcium beta-glycerophosph|glycerolphosphates|calcium β-glycerophosph|β-glycerophosphor acid calcium salt|glycerophosphate, calcium|calcium β-glycerophosphate|glycerolphosphate",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB11264,"glycerolphosph|1,2,3-propanetriol, mono(dihydrogen phosphate) calcium salt|β-glycerophosphoric acid calcium salt|glycerophosphate|glycerophosphates|calcium glycerophosphate|calcium glycerophosph|glycerophosph|1,2,3-propanetriol, mono(dihydrogen phosphate), calcium salt|calcium beta-glycerophosphate|calcium beta-glycerophosph|glycerolphosphates|calcium β-glycerophosph|β-glycerophosphor acid calcium salt|glycerophosphate, calcium|calcium β-glycerophosphate|glycerolphosphate",Calcium glycerophosphate
http://id.nlm.nih.gov/mesh/D061267,NovoLog,"insulin aspart protamin recombin|insulin,aspart protamine|insulin aspart protamine|b28-asp-insulin|insulin, aspart protamine, human|insulina asparta|aspart insulin|insulin aspart|insulin,aspart protamin|b28-aspart-insulin|insulin x14|insulin b28asp|insulin aspart protamin|b28asp, insulin|insulin aspart recombinant|aspart, insulin|insulin aspart protamine recombin|b28 asp insulin|insulin aspart recombin|insulin aspart protamine recombinant|insulin, aspart acid(b28)-|insulin-aspart|insulin, aspartic acid(b28)-|insulin, aspart, human|aspart|novo log|novolog|novorapid",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D061267,"insulin aspart protamin recombin|insulin,aspart protamine|insulin aspart protamine|b28-asp-insulin|insulin, aspart protamine, human|insulina asparta|aspart insulin|insulin aspart|insulin,aspart protamin|b28-aspart-insulin|insulin x14|insulin b28asp|insulin aspart protamin|b28asp, insulin|insulin aspart recombinant|aspart, insulin|insulin aspart protamine recombin|b28 asp insulin|insulin aspart recombin|insulin aspart protamine recombinant|insulin, aspart acid(b28)-|insulin-aspart|insulin, aspartic acid(b28)-|insulin, aspart, human|aspart|novo log|novolog|novorapid",NovoLog
http://id.nlm.nih.gov/mesh/D016202,N-Methylaspartate,"n methylaspartate|n-methyl-d-aspartate|n methylaspart|acid, n-methyl-d-aspart|n-methyl-d-aspart|(+-)-ketamin|(+-)-ketamine|n-methylaspart|n-methylaspartate|n methyl d aspart|dl-ketamine|2-(methylamino)-2-(2-chlorophenyl)cyclohexanon|2-(methylamino)-2-(2-chlorophenyl)cyclohexanone|n-methyl-d-aspartic acid|(±)-ketamine|n-methyl-d-aspart acid|2-(o-chlorophenyl)-2-(methylamino)-cyclohexanon|2-(o-chlorophenyl)-2-(methylamino)-cyclohexanone|n methyl d aspartic acid|2-(2-chloro-phenyl)-2-methylamino-cyclohexanon|2-(2-chloro-phenyl)-2-methylamino-cyclohexanone|n- methylaspart|acid, n-methyl-d-aspartic|n methyl d aspart acid|(±)-ketamin|n methyl d aspartate|n- methylaspartate|dl-ketamin|ketamin|ketamina|ketamine|ketaminum|kétamin|kétamine|nmda|special k",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,MeSH:D016202,"n methylaspartate|n-methyl-d-aspartate|n methylaspart|acid, n-methyl-d-aspart|n-methyl-d-aspart|(+-)-ketamin|(+-)-ketamine|n-methylaspart|n-methylaspartate|n methyl d aspart|dl-ketamine|2-(methylamino)-2-(2-chlorophenyl)cyclohexanon|2-(methylamino)-2-(2-chlorophenyl)cyclohexanone|n-methyl-d-aspartic acid|(±)-ketamine|n-methyl-d-aspart acid|2-(o-chlorophenyl)-2-(methylamino)-cyclohexanon|2-(o-chlorophenyl)-2-(methylamino)-cyclohexanone|n methyl d aspartic acid|2-(2-chloro-phenyl)-2-methylamino-cyclohexanon|2-(2-chloro-phenyl)-2-methylamino-cyclohexanone|n- methylaspart|acid, n-methyl-d-aspartic|n methyl d aspart acid|(±)-ketamin|n methyl d aspartate|n- methylaspartate|dl-ketamin|ketamin|ketamina|ketamine|ketaminum|kétamin|kétamine|nmda|special k",N-Methylaspartate
https://go.drugbank.com/drugs/DB07740,"(7R,12R,13R)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid","(7 r,12 r,13 r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dieno acid|(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dieno acid|(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid|(7 r,12 r,13 r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07740,"(7 r,12 r,13 r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dieno acid|(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dieno acid|(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid|(7 r,12 r,13 r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid","(7R,12R,13R)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid"
https://go.drugbank.com/drugs/DB07746,3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID,3-ethyl-6-{[(4-fluorophenyl)sulfonyl]amino}-2-methylbenzoic acid|3- e t h y l-6-{[(4- f l u o r o p h e n y l) s u l f o n y l] a m i n o}-2- m e t h y l b e n z o i c a c i d|3-ethyl-6-{[(4-fluorophenyl)sulfonyl]amino}-2-methylbenzo acid,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07746,3-ethyl-6-{[(4-fluorophenyl)sulfonyl]amino}-2-methylbenzoic acid|3- e t h y l-6-{[(4- f l u o r o p h e n y l) s u l f o n y l] a m i n o}-2- m e t h y l b e n z o i c a c i d|3-ethyl-6-{[(4-fluorophenyl)sulfonyl]amino}-2-methylbenzo acid,3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID
https://go.drugbank.com/drugs/DB07749,2-ACETYLAMINO-4-METHYL-PENTANOIC ACID (1-FORMYL-2-PHENYL-ETHYL)-AMIDE,2-acetylamino-4-methyl-pentanoic acid (1-formyl-2-phenyl-ethyl)-amide|2-acetylamino-4-methyl-pentano acid (1-formyl-2-phenyl-ethyl)-amid|2- a c e t y l a m i n o-4- m e t h y l- p e n t a n o i c a c i d (1- f o r m y l-2- p h e n y l- e t h y l)- a m i d e,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07749,2-acetylamino-4-methyl-pentanoic acid (1-formyl-2-phenyl-ethyl)-amide|2-acetylamino-4-methyl-pentano acid (1-formyl-2-phenyl-ethyl)-amid|2- a c e t y l a m i n o-4- m e t h y l- p e n t a n o i c a c i d (1- f o r m y l-2- p h e n y l- e t h y l)- a m i d e,2-ACETYLAMINO-4-METHYL-PENTANOIC ACID (1-FORMYL-2-PHENYL-ETHYL)-AMIDE
https://go.drugbank.com/drugs/DB07742,"N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE","n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamid|n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide|n-(2,3- d i f l u o r o- b e n z y l)-4- s u l f a m o y l- b e n z a m i d e",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07742,"n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamid|n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide|n-(2,3- d i f l u o r o- b e n z y l)-4- s u l f a m o y l- b e n z a m i d e","N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE"
https://go.drugbank.com/drugs/DB07741,"4-(1R,3AS,4R,8AS,8BR)-[1-DIFLUOROMETHYL-2-(4-FLUOROBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZAMIDINE","4-(1 r,3 a s,4 r,8 a s,8 b r)-[1- d i f l u o r o m e t h y l-2-(4- f l u o r o b e n z y l)-3- o x o d e c a h y d r o p y r r o l o[3,4- a] p y r r o l i z i n-4- y l] b e n z a m i d i n e|4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidin|4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07741,"4-(1 r,3 a s,4 r,8 a s,8 b r)-[1- d i f l u o r o m e t h y l-2-(4- f l u o r o b e n z y l)-3- o x o d e c a h y d r o p y r r o l o[3,4- a] p y r r o l i z i n-4- y l] b e n z a m i d i n e|4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidin|4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine","4-(1R,3AS,4R,8AS,8BR)-[1-DIFLUOROMETHYL-2-(4-FLUOROBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZAMIDINE"
https://go.drugbank.com/drugs/DB07743,"S-[5-(TRIFLUOROMETHYL)-4H-1,2,4-TRIAZOL-3-YL] 5-(PHENYLETHYNYL)FURAN-2-CARBOTHIOATE","s-[5-(trifluoromethyl)-4h-1,2,4-triazol-3-yl] 5-(phenylethynyl)furan-2-carbothio|s-[5-( t r i f l u o r o m e t h y l)-4 h-1,2,4- t r i a z o l-3- y l] 5-( p h e n y l e t h y n y l) f u r a n-2- c a r b o t h i o a t e|s-[5-(trifluoromethyl)-4h-1,2,4-triazol-3-yl] 5-(phenylethynyl)furan-2-carbothioate",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07743,"s-[5-(trifluoromethyl)-4h-1,2,4-triazol-3-yl] 5-(phenylethynyl)furan-2-carbothio|s-[5-( t r i f l u o r o m e t h y l)-4 h-1,2,4- t r i a z o l-3- y l] 5-( p h e n y l e t h y n y l) f u r a n-2- c a r b o t h i o a t e|s-[5-(trifluoromethyl)-4h-1,2,4-triazol-3-yl] 5-(phenylethynyl)furan-2-carbothioate","S-[5-(TRIFLUOROMETHYL)-4H-1,2,4-TRIAZOL-3-YL] 5-(PHENYLETHYNYL)FURAN-2-CARBOTHIOATE"
https://go.drugbank.com/drugs/DB07745,2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE,2-{[4-( t r i f l u o r o m e t h o x y) b e n z o y l] a m i n o} e t h y l d i h y d r o g e n p h o s p h a t e|2-{[4-(trifluoromethoxy)benzoyl]amino}ethyl dihydrogen phosphate|2-{[4-(trifluoromethoxy)benzoyl]amino}ethyl dihydrogen phosphat,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07745,2-{[4-( t r i f l u o r o m e t h o x y) b e n z o y l] a m i n o} e t h y l d i h y d r o g e n p h o s p h a t e|2-{[4-(trifluoromethoxy)benzoyl]amino}ethyl dihydrogen phosphate|2-{[4-(trifluoromethoxy)benzoyl]amino}ethyl dihydrogen phosphat,2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE
https://go.drugbank.com/drugs/DB07747,"(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE","(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamid|(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide|(3 r)- n-(4- c h l o r o p h e n y l)-3-( h y d r o x y m e t h y l)-1,2,3,4- t e t r a h y d r o i s o q u i n o l i n e-7- s u l f o n a m i d e",,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07747,"(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamid|(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide|(3 r)- n-(4- c h l o r o p h e n y l)-3-( h y d r o x y m e t h y l)-1,2,3,4- t e t r a h y d r o i s o q u i n o l i n e-7- s u l f o n a m i d e","(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE"
https://go.drugbank.com/drugs/DB07744,Z-Val-Ala-Asp fluoromethyl ketone,n-[(benzyloxy)carbonyl]-l-valyl-n-[(2s)-1-carboxy-4-fluoro-3-oxo-2-butanyl]-l-alaninamide|n-[(benzyloxy)carbonyl]-l-valyl-n-[(2s)-1-carboxy-4-fluoro-3-oxo-2-butanyl]-l-alaninamid|z-val-ala-asp fluoromethyl keton|z-val-ala-asp fluoromethyl ketone|z- val- ala- asp fluoromethyl keton|z- val- ala- asp fluoromethyl ketone|z-vad-fmk,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,DrugNames:DB07744,n-[(benzyloxy)carbonyl]-l-valyl-n-[(2s)-1-carboxy-4-fluoro-3-oxo-2-butanyl]-l-alaninamide|n-[(benzyloxy)carbonyl]-l-valyl-n-[(2s)-1-carboxy-4-fluoro-3-oxo-2-butanyl]-l-alaninamid|z-val-ala-asp fluoromethyl keton|z-val-ala-asp fluoromethyl ketone|z- val- ala- asp fluoromethyl keton|z- val- ala- asp fluoromethyl ketone|z-vad-fmk,Z-Val-Ala-Asp fluoromethyl ketone
